,C10,SVEC,RAW
700,0.45510826,0.30080625,0.24408552
701,0.36133802,0.49025142,0.14841062
702,0.39178875,0.2862598,0.32195148
703,0.3715665,0.44123602,0.18719742
704,0.25266594,0.18531217,0.562022
705,0.41284242,0.3477149,0.23944269
706,0.33635417,0.34967738,0.31396842
707,0.2650181,0.36533743,0.36964443
708,0.37472668,0.27155316,0.3537202
709,0.44982922,0.21931657,0.33085415
710,0.41301534,0.2252545,0.36173022
711,0.32071844,0.31862727,0.36065435
712,0.40615916,0.30411023,0.28973067
713,0.28514326,0.45106828,0.2637885
714,0.43927854,0.3679538,0.19276768
715,0.32315615,0.34353298,0.33331087
716,0.38647613,0.39776054,0.21576333
717,0.34357592,0.3214552,0.33496886
718,0.26847488,0.3171788,0.4143464
719,0.40486947,0.22046216,0.37466836
720,0.27620316,0.31541404,0.40838283
721,0.31497303,0.2515566,0.43347043
722,0.40574938,0.46379843,0.13045222
723,0.30113474,0.32119343,0.37767187
724,0.24432848,0.3346385,0.42103302
725,0.5086955,0.27436906,0.21693543
726,0.4107991,0.22680187,0.36239907
727,0.36522672,0.40127128,0.233502
728,0.37477136,0.33426923,0.29095936
729,0.25185907,0.14153124,0.60660976
730,0.3808932,0.2786272,0.3404796
731,0.34030348,0.4050175,0.25467902
732,0.40141475,0.23484963,0.3637356
733,0.37190095,0.3860408,0.24205829
734,0.32634157,0.40702832,0.26663014
735,0.45653656,0.4377705,0.10569297
736,0.4385768,0.34463176,0.21679142
737,0.47968295,0.3475579,0.17275919
738,0.31966347,0.42300305,0.2573335
739,0.36469063,0.35416147,0.2811479
740,0.27560115,0.40159085,0.322808
741,0.3867157,0.3996743,0.21361002
742,0.28965774,0.2891462,0.42119604
743,0.3975875,0.35554287,0.24686958
744,0.34761843,0.29160866,0.36077288
745,0.45286232,0.45688888,0.09024882
746,0.38810635,0.31633478,0.29555893
747,0.34239152,0.2934875,0.36412102
748,0.42510223,0.40560198,0.16929579
749,0.5132598,0.24045181,0.24628834
750,0.25822905,0.3267388,0.41503215
751,0.28393,0.2968704,0.41919962
752,0.29792953,0.18878102,0.51328945
753,0.28737798,0.100886144,0.6117359
754,0.37745243,0.2527785,0.36976907
755,0.18169937,0.35446608,0.46383452
756,0.35510752,0.336435,0.30845752
757,0.37235758,0.32731706,0.30032536
758,0.20460674,0.3939818,0.40141135
759,0.4361211,0.3787413,0.18513766
760,0.36292407,0.35534582,0.28173012
761,0.3039479,0.33556694,0.36048514
762,0.32946238,0.34709695,0.32344064
763,0.28861377,0.39669275,0.31469348
764,0.413598,0.1781478,0.40825415
765,0.3905151,0.39818946,0.21129544
766,0.24047981,0.39986554,0.3596546
767,0.19933753,0.40056965,0.40009284
768,0.42219234,0.3894869,0.18832076
769,0.33835322,0.47071397,0.19093281
770,0.2986542,0.3803893,0.3209565
771,0.43339163,0.3539943,0.21261407
772,0.3895542,0.43097532,0.17947051
773,0.3165332,0.43129444,0.25217232
774,0.21862936,0.34856215,0.43280852
775,0.18871087,0.3449645,0.46632457
776,0.41879424,0.29072976,0.29047593
777,0.290467,0.43720978,0.2723232
778,0.36790606,0.30909705,0.3229969
779,0.18153673,0.2198473,0.59861594
780,0.40093362,0.4947197,0.10434668
781,0.34535795,0.27561864,0.37902337
782,0.3695393,0.41624665,0.21421404
783,0.39600623,0.4656047,0.13838914
784,0.293317,0.20859185,0.49809113
785,0.25932744,0.4070658,0.33360675
786,0.41338035,0.44103745,0.1455822
787,0.45073056,0.38084745,0.16842191
788,0.20739293,0.13067052,0.6619365
789,0.37957087,0.29170668,0.32872248
790,0.3850216,0.3746166,0.24036182
791,0.27688578,0.23155677,0.49155745
792,0.3393336,0.35435542,0.30631095
793,0.3927239,0.27424183,0.33303425
794,0.37763014,0.28472364,0.33764625
795,0.26812482,0.14218374,0.58969146
796,0.32911962,0.2557399,0.4151405
797,0.3832406,0.17894042,0.437819
798,0.24729839,0.19098896,0.5617126
799,0.4335758,0.2562396,0.31018454
800,0.29406902,0.3782012,0.32772976
801,0.37712386,0.40491012,0.21796604
802,0.22935103,0.37328237,0.39736658
803,0.43017676,0.4343938,0.13542946
804,0.40800583,0.43944547,0.15254872
805,0.23216495,0.41391042,0.3539246
806,0.3223249,0.41729945,0.26037562
807,0.46215457,0.41412213,0.1237233
808,0.27643436,0.112595975,0.6109696
809,0.41626537,0.32740045,0.25633422
810,0.342522,0.39857003,0.258908
811,0.32954666,0.32411534,0.346338
812,0.22860417,0.55399793,0.21739791
813,0.19659817,0.105457306,0.6979445
814,0.16681765,0.14430343,0.6888789
815,0.28819883,0.43361714,0.27818406
816,0.28373522,0.37109622,0.3451686
817,0.33599916,0.28737134,0.37662953
818,0.3400222,0.46680328,0.1931745
819,0.35193142,0.31684557,0.33122298
820,0.301615,0.28958377,0.4088012
821,0.26607192,0.26976684,0.46416125
822,0.3266244,0.26901436,0.40436122
823,0.4354226,0.41143778,0.1531396
824,0.3743845,0.15975213,0.46586338
825,0.43076313,0.4287367,0.14050014
826,0.28799042,0.3818932,0.33011642
827,0.43016222,0.36212713,0.20771061
828,0.3426813,0.29734364,0.35997504
829,0.47092062,0.44401777,0.08506159
830,0.2078127,0.21121617,0.5809711
831,0.38820133,0.35413468,0.25766402
832,0.2464192,0.40696695,0.3466138
833,0.49208295,0.3103265,0.19759059
834,0.28630102,0.4890485,0.22465043
835,0.35033143,0.5079148,0.1417538
836,0.33211797,0.45935732,0.20852473
837,0.39978334,0.411265,0.18895164
838,0.40930966,0.29125124,0.29943913
839,0.4284081,0.17542061,0.39617136
840,0.42229798,0.41700587,0.16069616
841,0.37805408,0.39041364,0.2315323
842,0.16459678,0.18608774,0.6493154
843,0.2817239,0.33141157,0.38686454
844,0.318107,0.2818551,0.40003788
845,0.40338543,0.4160444,0.18057013
846,0.48997208,0.37698585,0.13304213
847,0.40695423,0.41985375,0.17319205
848,0.33899614,0.275837,0.38516688
849,0.43399307,0.43718624,0.12882066
850,0.2814899,0.37851086,0.33999923
851,0.28572458,0.33335394,0.3809215
852,0.3040803,0.35523653,0.3406832
853,0.2595293,0.36282724,0.37764347
854,0.42218354,0.4076414,0.17017505
855,0.36960077,0.29259187,0.3378074
856,0.4054406,0.2044172,0.39014214
857,0.31383592,0.29637086,0.38979322
858,0.40235734,0.20606884,0.39157385
859,0.3652434,0.14347894,0.49127764
860,0.22619085,0.40122545,0.37258375
861,0.39700803,0.31532457,0.28766742
862,0.3921465,0.29982108,0.30803242
863,0.2819875,0.503529,0.21448347
864,0.42446515,0.2079508,0.36758408
865,0.41461006,0.20926401,0.37612596
866,0.36183098,0.27178875,0.3663802
867,0.37984627,0.45814893,0.16200471
868,0.30475444,0.2686227,0.42662293
869,0.26204944,0.44848526,0.28946525
870,0.38295922,0.42685902,0.19018169
871,0.2871516,0.38449216,0.3283562
872,0.326292,0.1332271,0.54048085
873,0.3146965,0.26303548,0.422268
874,0.27749437,0.52724564,0.19526002
875,0.30098414,0.24869476,0.45032108
876,0.2771121,0.2360007,0.48688722
877,0.22813715,0.41874087,0.35312203
878,0.3592244,0.4576988,0.18307681
879,0.40215588,0.3197319,0.2781122
880,0.17398684,0.38099,0.44502324
881,0.3615403,0.33900914,0.29945052
882,0.24177703,0.52543354,0.23278946
883,0.38371935,0.393504,0.22277664
884,0.40090537,0.229313,0.36978164
885,0.34036866,0.36739963,0.29223168
886,0.37136993,0.48369956,0.14493048
887,0.42603606,0.18612781,0.38783613
888,0.22568473,0.32660592,0.44770938
889,0.33935255,0.35695744,0.30369008
890,0.39730495,0.34400937,0.2586856
891,0.32374287,0.39444038,0.28181678
892,0.23912756,0.33072504,0.43014744
893,0.20847972,0.45060444,0.34091583
894,0.41678265,0.4273039,0.15591353
895,0.39233527,0.23092705,0.37673768
896,0.33621767,0.29888362,0.3648987
897,0.25689036,0.33002925,0.41308045
898,0.41548932,0.46284896,0.12166166
899,0.22002932,0.13138627,0.64858437
900,0.4040989,0.23761031,0.35829076
901,0.22788382,0.4237431,0.3483731
902,0.3095989,0.41023624,0.2801649
903,0.37542468,0.17060997,0.45396537
904,0.40780675,0.2502076,0.34198564
905,0.33997142,0.4928356,0.16719289
906,0.4311923,0.45183432,0.11697335
907,0.365062,0.29851148,0.3364266
908,0.30765182,0.35512626,0.33722192
909,0.3058369,0.55550706,0.13865608
910,0.27735892,0.5428941,0.17974696
911,0.28617197,0.40758342,0.30624464
912,0.4283186,0.4470572,0.124624245
913,0.26017877,0.35079953,0.3890217
914,0.3291101,0.4617076,0.20918232
915,0.32555425,0.37482974,0.29961598
916,0.35594442,0.25318146,0.39087415
917,0.24217524,0.41751313,0.34031162
918,0.3271185,0.3113461,0.3615354
919,0.35790917,0.4462844,0.19580638
920,0.3979443,0.42303005,0.17902562
921,0.42524338,0.26892987,0.30582675
922,0.3014688,0.3233399,0.3751913
923,0.38847584,0.5238508,0.08767341
924,0.38058984,0.3634944,0.25591582
925,0.2867491,0.38492626,0.32832465
926,0.41601384,0.3062799,0.2777062
927,0.44527227,0.44196743,0.112760305
928,0.37362823,0.5075832,0.118788585
929,0.33271563,0.28853288,0.37875152
930,0.41532174,0.35527605,0.22940221
931,0.43363434,0.44220296,0.12416264
932,0.2896604,0.25158837,0.45875126
933,0.34121478,0.39289322,0.26589203
934,0.25231013,0.36819208,0.37949783
935,0.35297066,0.46324825,0.18378104
936,0.37643316,0.3310127,0.2925541
937,0.3076432,0.5368661,0.15549065
938,0.32140192,0.25219277,0.42640528
939,0.3245226,0.30238792,0.3730894
940,0.46320206,0.14494668,0.39185122
941,0.3541335,0.33754042,0.30832607
942,0.40455586,0.24798046,0.34746373
943,0.5031882,0.3116658,0.18514603
944,0.39870462,0.156244,0.44505143
945,0.35515708,0.32919374,0.31564918
946,0.3649245,0.22053517,0.41454032
947,0.33714277,0.32280487,0.3400524
948,0.42313686,0.16734366,0.40951943
949,0.42910326,0.4903772,0.0805196
950,0.35465822,0.31856692,0.32677487
951,0.3869548,0.28778076,0.32526442
952,0.4871719,0.3213664,0.19146171
953,0.34852582,0.29806072,0.35341343
954,0.40666887,0.2508349,0.3424962
955,0.29057986,0.37516305,0.33425707
956,0.3483275,0.18917233,0.46250018
957,0.414991,0.40242046,0.18258853
958,0.36506885,0.46211785,0.17281331
959,0.24044968,0.3679065,0.39164373
960,0.44993153,0.33004233,0.22002614
961,0.38667864,0.22979124,0.38353017
962,0.29749396,0.43437007,0.268136
963,0.37654895,0.32840788,0.29504317
964,0.43626916,0.40821964,0.15551122
965,0.3926643,0.28740492,0.31993076
966,0.37626472,0.15861242,0.4651229
967,0.34447002,0.23900174,0.4165282
968,0.34275302,0.18007152,0.47717538
969,0.472807,0.37416685,0.15302618
970,0.34234634,0.5651407,0.09251297
971,0.33165783,0.37077346,0.2975687
972,0.2842527,0.3095174,0.4062299
973,0.35980475,0.50344914,0.13674606
974,0.30192018,0.3377993,0.3602805
975,0.28006923,0.13472046,0.58521026
976,0.26284865,0.3457543,0.39139712
977,0.38483456,0.1798828,0.43528265
978,0.44123542,0.4426688,0.11609579
979,0.26693943,0.28123388,0.4518267
980,0.35603678,0.44749907,0.19646421
981,0.42470282,0.28613427,0.28916284
982,0.3633968,0.41960403,0.21699914
983,0.24398747,0.24548818,0.51052433
984,0.18622255,0.10375013,0.7100273
985,0.20391043,0.35593933,0.4401502
986,0.21324624,0.42494613,0.36180767
987,0.30773395,0.34950352,0.3427625
988,0.35990933,0.24281909,0.39727154
989,0.41714287,0.41481987,0.16803733
990,0.24996427,0.34115493,0.40888074
991,0.428023,0.19812368,0.37385333
992,0.37621462,0.23785916,0.38592625
993,0.23526052,0.554511,0.21022849
994,0.4510533,0.4329346,0.11601204
995,0.35422927,0.5409798,0.10479096
996,0.4105506,0.3653548,0.22409461
997,0.3821711,0.3229309,0.29489803
998,0.38285568,0.4922339,0.124910414
999,0.40241984,0.41725883,0.18032137
